id,posted_time,funded_time,lender_count
1233174,2017-02-07 04:23:39+00:00,2017-02-23 03:34:28+00:00,36
1127193,2016-08-01 19:24:05+00:00,2016-08-17 16:40:09+00:00,10
951045,2015-09-21 20:07:43+00:00,2015-10-17 16:08:05+00:00,13
830132,2015-01-20 08:31:59+00:00,2015-01-20 23:44:21+00:00,4
1018986,2016-02-05 11:50:06+00:00,2016-02-21 15:16:43+00:00,25
1163677,2016-10-06 08:08:07+00:00,2016-10-12 22:56:22+00:00,16
1315168,2017-06-07 06:14:12+00:00,2017-06-19 10:45:14+00:00,1
1132288,2016-08-11 23:08:30+00:00,,6
1237593,2017-02-14 04:12:34+00:00,2017-02-18 14:35:17+00:00,74
799201,2014-11-17 02:05:59+00:00,2014-11-19 11:47:19+00:00,8
997179,2015-12-18 08:23:44+00:00,2015-12-22 14:30:19+00:00,8
661893,2014-01-26 08:55:06+00:00,2014-02-24 23:14:33+00:00,60
809496,2014-12-02 20:56:10+00:00,2014-12-18 02:45:19+00:00,122
924160,2015-07-28 07:31:53+00:00,2015-08-01 16:34:56+00:00,38
769795,2014-09-17 04:42:05+00:00,2014-09-21 00:45:47+00:00,12
1022549,2016-02-15 05:11:08+00:00,2016-02-17 13:31:20+00:00,5
1179906,2016-11-04 02:45:07+00:00,2016-11-13 12:16:27+00:00,3
843657,2015-02-19 17:53:02+00:00,2015-03-19 15:30:23+00:00,20
1164224,2016-10-07 06:42:07+00:00,2016-11-10 14:55:10+00:00,24
1068413,2016-05-13 07:22:31+00:00,2016-05-17 20:00:23+00:00,9
881807,2015-05-08 02:59:57+00:00,2015-05-11 04:25:43+00:00,16
1245069,2017-02-23 18:08:14+00:00,2017-03-08 13:12:13+00:00,172
1220760,2017-01-16 08:03:20+00:00,2017-01-22 19:04:28+00:00,58
726339,2014-06-17 12:57:55+00:00,2014-06-22 23:48:47+00:00,7
963481,2015-10-15 09:05:17+00:00,2015-10-19 16:37:42+00:00,8
1195704,2016-11-29 16:16:17+00:00,2016-12-28 14:47:38+00:00,10
817617,2014-12-18 16:42:52+00:00,2014-12-30 22:34:48+00:00,7
1051946,2016-04-09 17:30:02+00:00,2016-05-14 19:59:33+00:00,19
855298,2015-03-13 23:42:17+00:00,2015-03-19 15:23:27+00:00,6
1114955,2016-07-12 08:57:06+00:00,2016-07-19 16:01:49+00:00,7
1171221,2016-10-20 06:11:58+00:00,2016-11-25 20:32:31+00:00,14
673505,2014-02-20 08:28:59+00:00,2014-02-22 20:30:07+00:00,5
735440,2014-07-07 08:34:52+00:00,2014-07-23 23:37:12+00:00,12
664890,2014-02-03 07:49:05+00:00,2014-02-27 19:54:12+00:00,11
750861,2014-08-07 07:29:31+00:00,2014-08-21 20:04:28+00:00,9
719848,2014-06-04 06:01:05+00:00,2014-06-19 03:10:25+00:00,7
976412,2015-11-10 13:17:12+00:00,2015-11-24 20:15:30+00:00,18
1245266,2017-02-24 03:25:03+00:00,2017-03-01 03:24:18+00:00,2
919307,2015-07-18 04:13:47+00:00,2015-07-29 23:18:33+00:00,46
746335,2014-07-29 11:45:38+00:00,2014-08-23 19:19:42+00:00,16
935583,2015-08-20 09:21:56+00:00,2015-08-23 11:54:09+00:00,10
1039018,2016-03-15 22:04:52+00:00,2016-04-13 17:19:13+00:00,6
769581,2014-09-16 17:59:31+00:00,2014-10-01 01:24:15+00:00,77
672498,2014-02-19 05:08:16+00:00,2014-02-25 15:01:46+00:00,8
807725,2014-11-28 11:40:19+00:00,2014-12-12 19:10:00+00:00,10
1252026,2017-03-07 10:10:35+00:00,2017-03-28 13:35:34+00:00,16
1254351,2017-03-10 08:07:01+00:00,2017-03-14 00:54:07+00:00,11
824800,2015-01-07 11:53:16+00:00,2015-01-22 14:49:07+00:00,14
1073183,2016-05-22 09:40:52+00:00,2016-05-25 21:42:49+00:00,6
859680,2015-03-22 13:35:06+00:00,2015-04-16 12:03:18+00:00,53
662135,2014-01-27 07:52:54+00:00,2014-02-25 03:27:30+00:00,6
752110,2014-08-09 16:20:44+00:00,2014-08-09 20:41:31+00:00,3
1084098,2014-10-06 18:44:52+00:00,2014-11-08 00:09:53+00:00,118
786892,2014-10-21 22:33:54+00:00,2014-11-06 21:41:56+00:00,23
1092503,2016-05-31 15:57:32+00:00,2016-06-08 21:06:53+00:00,17
1135265,2016-08-18 17:22:12+00:00,2016-08-21 17:57:12+00:00,22
1243451,2017-02-21 16:34:03+00:00,2017-02-23 03:10:38+00:00,16
1208797,2016-12-22 06:33:43+00:00,2016-12-31 10:34:09+00:00,13
860638,2015-03-24 09:03:45+00:00,2015-03-30 13:50:04+00:00,9
678426,2014-03-03 01:00:21+00:00,2014-03-05 20:54:05+00:00,32
1103527,2016-06-21 13:49:33+00:00,2016-06-28 23:33:23+00:00,15
1268118,2017-03-28 04:52:05+00:00,2017-04-18 03:45:30+00:00,7
687454,2014-03-21 21:02:07+00:00,2014-04-01 17:42:49+00:00,27
1229790,2017-01-31 08:30:31+00:00,2017-02-07 13:40:30+00:00,24
964326,2015-10-16 20:53:27+00:00,2015-11-22 08:07:18+00:00,179
1265363,2017-03-23 19:20:57+00:00,2017-04-02 08:04:43+00:00,14
1292856,2017-05-05 01:31:38+00:00,2017-05-10 23:17:11+00:00,1
1186270,2016-11-17 00:40:37+00:00,2016-11-21 18:39:09+00:00,11
783507,2014-10-15 11:44:21+00:00,2014-10-22 12:26:30+00:00,37
1020406,2016-02-10 01:36:39+00:00,2016-03-08 18:01:44+00:00,32
1255831,2017-03-13 08:35:09+00:00,2017-03-15 16:10:08+00:00,7
685507,2014-03-18 15:53:37+00:00,2014-04-16 15:48:34+00:00,23
701805,2014-04-24 07:13:34+00:00,2014-07-10 20:21:22+00:00,54
848788,2015-03-01 10:52:15+00:00,2015-03-11 19:01:53+00:00,12
991890,2015-12-08 23:15:26+00:00,2015-12-17 20:03:56+00:00,28
774647,2014-09-25 09:12:13+00:00,2014-10-05 13:02:43+00:00,19
822583,2014-12-30 15:37:24+00:00,2014-12-31 13:25:21+00:00,16
1179766,2016-11-03 21:47:09+00:00,2016-11-16 07:11:15+00:00,77
1207474,2016-12-21 01:24:12+00:00,2016-12-24 01:35:00+00:00,2
1286420,2017-04-26 07:12:42+00:00,2017-05-03 03:20:08+00:00,4
1032238,2016-03-02 11:30:40+00:00,2016-03-24 22:26:57+00:00,19
668815,2014-02-12 10:25:03+00:00,2014-02-12 18:24:09+00:00,19
936084,2015-08-21 04:22:46+00:00,2015-09-20 07:11:30+00:00,8
1106370,2016-06-26 18:57:42+00:00,2016-07-02 02:20:23+00:00,17
1292386,2017-05-04 08:22:05+00:00,2017-05-10 09:10:37+00:00,2
1265655,2017-03-24 04:32:33+00:00,2017-04-04 00:49:51+00:00,16
1054619,2016-04-15 00:36:42+00:00,2016-04-20 06:03:07+00:00,38
874928,2015-04-23 15:42:56+00:00,,130
893750,2015-05-28 16:17:14+00:00,2015-06-15 20:59:04+00:00,50
793723,2014-11-04 10:06:40+00:00,2014-11-17 15:23:45+00:00,49
826748,2015-01-12 03:44:35+00:00,2015-01-18 16:15:16+00:00,8
771541,2014-09-19 04:10:42+00:00,2014-10-23 07:47:59+00:00,26
765368,2014-09-08 12:26:57+00:00,2014-09-11 20:54:34+00:00,39
1211280,2016-12-27 16:18:40+00:00,2017-01-26 16:52:28+00:00,21
934961,2015-08-19 12:38:43+00:00,2015-09-21 03:41:30+00:00,13
790938,2014-10-29 09:52:06+00:00,2014-11-24 01:20:58+00:00,35
1275044,2017-04-06 17:42:11+00:00,2017-04-17 14:15:30+00:00,3
896450,2015-06-03 16:24:04+00:00,2015-06-23 17:34:45+00:00,12
1216917,2017-01-07 11:56:25+00:00,2017-01-15 18:48:46+00:00,14
1273844,2017-04-05 09:24:08+00:00,2017-04-13 04:07:27+00:00,3
1119544,2016-07-20 07:10:31+00:00,2016-08-10 16:53:51+00:00,8
936657,2015-08-21 20:20:14+00:00,,24
1122617,2016-07-25 08:25:16+00:00,2016-08-03 01:05:39+00:00,4
910183,2015-06-29 09:47:16+00:00,2015-07-30 15:07:23+00:00,38
902205,2015-06-16 03:42:34+00:00,2015-06-18 21:26:36+00:00,5
1143042,2016-08-31 10:00:14+00:00,,24
674213,2014-02-21 05:58:17+00:00,2014-02-24 00:36:31+00:00,8
911552,2015-07-01 22:53:55+00:00,2015-07-22 01:16:14+00:00,7
949841,2015-09-18 20:20:19+00:00,2015-10-22 13:40:21+00:00,21
913452,2015-07-06 07:10:42+00:00,2015-07-28 02:19:06+00:00,23
973214,2015-11-04 04:57:11+00:00,2015-12-01 16:26:04+00:00,13
968246,2015-10-23 15:33:02+00:00,2015-11-20 18:55:55+00:00,6
1178622,2016-11-02 07:00:12+00:00,2016-11-18 23:53:43+00:00,8
1032448,2016-03-03 01:10:20+00:00,2016-03-06 17:30:42+00:00,5
1272894,2017-04-04 07:32:47+00:00,2017-05-08 01:05:42+00:00,77
699717,2014-04-20 11:21:29+00:00,2014-05-13 18:31:09+00:00,13
740033,2014-07-17 01:12:40+00:00,2014-07-21 18:41:49+00:00,2
963510,2015-10-15 09:49:52+00:00,2015-10-22 01:12:17+00:00,22
1116982,2016-07-15 11:07:56+00:00,2016-08-22 17:24:03+00:00,12
711904,2014-05-19 09:06:47+00:00,2014-05-21 23:04:44+00:00,12
1094663,2016-06-03 11:21:10+00:00,2016-06-15 17:52:39+00:00,55
1262844,2017-03-21 12:22:02+00:00,2017-03-26 20:18:24+00:00,8
1020866,2016-02-10 12:38:20+00:00,2016-02-19 16:57:53+00:00,20
902363,2015-06-16 06:48:11+00:00,2015-06-19 01:55:57+00:00,6
1249083,2017-03-02 05:01:20+00:00,2017-03-08 15:55:27+00:00,8
1097532,2016-06-10 04:15:56+00:00,,6
978445,2015-11-13 15:23:01+00:00,2015-11-23 04:29:51+00:00,11
945738,2015-09-10 11:29:16+00:00,2015-10-08 20:03:04+00:00,12
1127153,2016-08-01 17:29:30+00:00,2016-09-14 12:27:03+00:00,22
1057476,2016-04-20 14:48:13+00:00,2016-04-25 13:24:40+00:00,5
1034866,2016-03-08 02:42:27+00:00,2016-03-08 11:33:11+00:00,1
782906,2014-10-14 13:49:59+00:00,2014-10-18 17:32:38+00:00,11
1131816,2016-08-11 06:41:26+00:00,2016-09-17 16:26:41+00:00,9
807010,2014-11-27 13:32:58+00:00,,7
693461,2014-04-04 08:06:32+00:00,2014-04-06 19:23:56+00:00,9
919951,2015-07-20 12:30:39+00:00,2015-08-02 20:53:32+00:00,9
1131093,2016-08-10 04:49:07+00:00,2016-08-19 01:59:34+00:00,6
1050995,2016-04-07 17:20:38+00:00,2016-04-12 03:50:45+00:00,13
1280700,2017-04-18 07:40:19+00:00,2017-05-05 20:55:20+00:00,1
1336033,2017-07-07 17:20:30+00:00,,3
1214426,2017-01-03 09:34:56+00:00,2017-01-03 20:50:18+00:00,7
1153151,2016-09-19 20:28:10+00:00,2016-09-26 16:01:30+00:00,13
867100,2015-04-08 06:54:55+00:00,2015-05-12 16:49:32+00:00,23
1082211,2014-07-20 06:21:35+00:00,2014-07-24 14:34:06+00:00,7
844414,2015-02-20 20:27:11+00:00,2015-03-23 18:28:21+00:00,47
1090252,2015-09-29 00:51:09+00:00,2015-10-17 04:44:45+00:00,55
692371,2014-04-02 10:59:03+00:00,2014-04-05 20:36:12+00:00,12
1048653,2016-04-03 14:34:02+00:00,2016-05-09 17:06:49+00:00,9
1112848,2016-07-07 16:15:11+00:00,2016-07-19 23:12:17+00:00,5
924616,2015-07-28 21:07:01+00:00,,9
1048781,2016-04-04 05:05:45+00:00,2016-04-22 10:44:24+00:00,8
1193864,2016-11-27 02:43:19+00:00,2016-12-08 15:08:50+00:00,9
1228184,2017-01-27 09:10:42+00:00,2017-01-28 20:04:18+00:00,3
777401,2014-10-01 06:24:18+00:00,2014-10-14 20:51:18+00:00,35
921081,2015-07-22 05:12:56+00:00,2015-08-05 21:35:09+00:00,49
960432,2015-10-09 06:12:59+00:00,2015-10-28 19:53:04+00:00,9
872470,2015-04-20 16:02:14+00:00,2015-05-08 04:56:58+00:00,30
895772,2015-06-02 15:01:28+00:00,2015-06-10 16:33:59+00:00,11
1226834,2017-01-25 09:37:26+00:00,2017-01-28 19:02:11+00:00,4
1289317,2017-04-29 04:52:00+00:00,2017-05-27 09:19:21+00:00,24
768217,2014-09-14 10:23:01+00:00,2014-09-19 00:40:11+00:00,20
1229489,2017-01-31 03:17:50+00:00,2017-01-31 03:44:47+00:00,1
1223938,2017-01-20 14:28:23+00:00,2017-02-17 18:42:44+00:00,48
910992,2015-06-30 21:30:23+00:00,,13
870027,2015-04-15 03:57:40+00:00,2015-05-21 21:39:56+00:00,38
1308069,2017-05-26 20:53:26+00:00,2017-06-28 21:23:24+00:00,11
1016773,2016-02-01 11:11:30+00:00,2016-03-02 16:38:41+00:00,20
955750,2015-09-30 13:03:20+00:00,,22
707615,2014-05-08 15:46:31+00:00,2014-05-24 15:33:18+00:00,37
808335,2014-12-01 01:11:01+00:00,2014-12-06 00:01:45+00:00,1
680224,2014-03-06 11:35:15+00:00,2014-03-09 08:12:44+00:00,5
960022,2015-10-08 14:45:46+00:00,2015-11-13 09:00:53+00:00,15
843688,2015-02-19 19:39:19+00:00,2015-03-23 04:46:30+00:00,35
653313,2014-01-02 12:23:38+00:00,2014-01-16 20:40:51+00:00,22
855864,2015-03-16 10:49:26+00:00,2015-03-24 11:59:02+00:00,9
897509,2015-06-05 09:49:08+00:00,,23
846759,2015-02-25 14:51:34+00:00,2015-03-21 19:03:12+00:00,30
1114126,2016-07-11 05:59:28+00:00,2016-07-17 22:18:19+00:00,5
667269,2014-02-10 02:22:18+00:00,2014-02-26 22:17:18+00:00,9
848694,2015-03-01 02:11:03+00:00,2015-03-22 16:33:50+00:00,23
924169,2015-07-28 07:46:12+00:00,2015-08-13 17:42:23+00:00,20
1072798,2016-05-20 21:40:03+00:00,2016-05-25 12:45:51+00:00,4
1087649,2015-02-23 11:32:08+00:00,2015-03-18 06:46:14+00:00,18
1219100,2017-01-12 06:59:29+00:00,2017-02-21 13:42:38+00:00,14
1101103,2016-06-17 07:03:14+00:00,2016-07-21 22:32:19+00:00,13
665399,2014-02-04 11:41:08+00:00,2014-02-25 22:20:56+00:00,74
831040,2015-01-22 06:57:24+00:00,2015-01-29 05:18:27+00:00,17
997318,2015-12-18 12:14:15+00:00,2016-01-21 02:29:51+00:00,73
831813,2015-01-23 12:10:31+00:00,2015-01-28 23:27:51+00:00,14
1298256,2017-05-15 02:23:18+00:00,2017-05-21 01:14:33+00:00,1
1147712,2016-09-08 14:23:14+00:00,2016-10-09 08:01:52+00:00,35
774352,2014-09-24 21:17:01+00:00,2014-10-17 19:22:30+00:00,81
778373,2014-10-03 02:11:02+00:00,2014-10-06 18:36:29+00:00,1
850145,2015-03-04 06:03:10+00:00,2015-03-10 23:03:47+00:00,5
781619,2014-10-11 07:37:49+00:00,2014-10-16 01:18:20+00:00,9
1315948,2017-06-08 03:25:53+00:00,2017-06-21 21:32:38+00:00,10
927282,2015-08-03 21:20:34+00:00,2015-08-06 14:16:33+00:00,41
677505,2014-02-27 08:53:43+00:00,2014-03-13 01:41:12+00:00,22
735304,2014-07-06 20:30:50+00:00,2014-07-17 18:53:19+00:00,22
987615,2015-11-30 08:44:45+00:00,2015-12-01 20:11:35+00:00,8
972053,2015-10-31 16:32:08+00:00,2015-12-09 14:55:55+00:00,27
696856,2014-04-11 13:26:00+00:00,2014-04-15 18:26:27+00:00,14
1290688,2017-05-02 13:50:30+00:00,2017-05-17 15:23:57+00:00,10
1225177,2017-01-23 12:03:56+00:00,2017-02-18 23:09:16+00:00,9
1290196,2017-05-02 03:24:22+00:00,2017-05-07 13:52:38+00:00,4
1237869,2017-02-14 07:10:10+00:00,2017-02-18 23:03:47+00:00,4
791504,2014-10-30 06:41:19+00:00,2014-11-06 01:32:21+00:00,11
1229286,2017-01-30 17:30:52+00:00,2017-02-17 17:16:19+00:00,20
777125,2014-09-30 17:32:08+00:00,,13
755551,2014-08-18 03:53:42+00:00,2014-08-26 03:11:58+00:00,8
689928,2014-03-27 10:57:13+00:00,2014-04-23 11:53:12+00:00,21
775622,2014-09-26 16:36:09+00:00,2014-10-06 14:46:36+00:00,14
886285,2015-05-15 16:03:51+00:00,2015-05-26 19:53:02+00:00,39
752852,2014-08-12 03:55:36+00:00,2014-08-19 02:43:43+00:00,35
1286784,2017-04-26 11:30:50+00:00,2017-05-06 12:43:58+00:00,8
991606,2015-12-08 09:05:18+00:00,2016-01-01 12:20:30+00:00,30
887414,2015-05-19 00:57:05+00:00,2015-06-04 13:03:32+00:00,44
981717,2015-11-19 21:46:58+00:00,2015-11-24 17:51:08+00:00,2
723198,2014-06-11 08:51:56+00:00,2014-06-17 18:01:26+00:00,22
1125467,2016-07-28 15:48:45+00:00,2016-09-01 06:24:08+00:00,43
1176271,2016-10-27 20:31:52+00:00,2016-11-08 18:28:01+00:00,11
1207023,2016-12-20 10:48:45+00:00,2016-12-24 03:07:32+00:00,9
998474,2015-12-21 15:19:31+00:00,,36
1206828,2016-12-20 08:17:08+00:00,2016-12-31 17:23:53+00:00,21
710531,2014-05-15 09:48:21+00:00,2014-06-17 12:47:40+00:00,17
1030554,2016-02-29 05:37:12+00:00,2016-03-05 01:28:35+00:00,1
930465,2015-08-11 09:11:53+00:00,2015-09-09 17:42:52+00:00,31
1334604,2017-07-06 05:26:38+00:00,2017-07-14 16:20:24+00:00,11
817262,2014-12-18 08:38:09+00:00,2015-01-19 18:48:29+00:00,16
859945,2015-03-23 08:02:34+00:00,2015-04-23 03:11:36+00:00,26
888492,2015-05-20 08:46:20+00:00,2015-05-23 01:23:05+00:00,9
776465,2014-09-29 15:56:19+00:00,2014-10-31 01:02:54+00:00,39
784046,2014-10-16 08:17:39+00:00,2014-10-29 16:10:56+00:00,19
1039952,2016-03-17 04:43:59+00:00,2016-03-27 06:47:55+00:00,7
977419,2015-11-12 04:31:59+00:00,2015-11-25 06:53:26+00:00,18
1214499,2017-01-03 12:29:40+00:00,2017-01-29 09:33:21+00:00,25
903437,2015-06-17 16:00:53+00:00,2015-07-27 18:59:23+00:00,57
730226,2014-06-24 21:13:19+00:00,2014-07-01 07:28:48+00:00,6
1167776,2016-10-14 02:44:50+00:00,2016-10-22 00:31:11+00:00,19
1019125,2016-02-06 04:32:24+00:00,2016-02-22 09:04:33+00:00,24
676554,2014-02-25 21:42:02+00:00,2014-04-01 02:07:56+00:00,29
666346,2014-02-06 15:28:40+00:00,2014-02-21 01:23:07+00:00,15
856040,2015-03-16 15:56:12+00:00,2015-03-20 21:26:03+00:00,5
772077,2014-09-20 00:34:34+00:00,2014-09-25 20:17:48+00:00,7
1304481,2017-05-23 11:18:37+00:00,2017-06-23 19:02:46+00:00,4
771937,2014-09-19 15:47:05+00:00,2014-09-30 08:16:25+00:00,48
1112876,2016-07-07 16:45:05+00:00,2016-07-19 17:32:11+00:00,25
1002571,2015-12-30 22:19:28+00:00,2016-01-01 05:56:10+00:00,20
1029580,2016-02-26 07:23:52+00:00,2016-03-03 21:46:27+00:00,3
782473,2014-10-13 22:08:01+00:00,2014-10-29 19:53:01+00:00,9
1326535,2017-06-23 07:57:07+00:00,,3
1209870,2016-12-23 14:40:43+00:00,2017-01-17 18:53:44+00:00,10
951760,2015-09-22 12:44:20+00:00,2015-10-05 16:09:40+00:00,5
928925,2015-08-06 19:42:45+00:00,2015-09-10 03:10:53+00:00,11
932092,2015-08-14 03:03:24+00:00,2015-09-10 06:39:46+00:00,45
1276256,2017-04-10 01:31:24+00:00,2017-04-17 16:32:24+00:00,8
1251606,2017-03-07 00:40:03+00:00,2017-03-07 02:23:15+00:00,7
797004,2014-11-12 03:56:40+00:00,2014-12-15 01:04:02+00:00,12
1093903,2016-06-02 12:10:41+00:00,,11
962302,2015-10-13 12:58:28+00:00,,16
843182,2015-02-19 05:17:47+00:00,2015-02-22 23:38:03+00:00,9
1240470,2017-02-17 06:02:26+00:00,2017-02-23 17:09:12+00:00,3
875183,2015-04-24 03:45:13+00:00,2015-05-30 06:28:42+00:00,55
891380,2015-05-25 15:38:34+00:00,2015-05-31 22:13:02+00:00,10
1255081,2017-03-11 14:16:07+00:00,2017-03-18 02:09:11+00:00,13
1092477,2016-05-31 15:28:38+00:00,,11
1040273,2016-03-17 11:11:07+00:00,2016-03-26 18:29:00+00:00,3
1296919,2017-05-12 06:31:27+00:00,2017-05-18 11:25:39+00:00,2
828301,2015-01-15 08:56:35+00:00,2015-02-01 22:16:13+00:00,35
724331,2014-06-13 05:17:04+00:00,2014-06-18 10:06:38+00:00,10
825890,2015-01-09 07:24:56+00:00,2015-01-10 04:58:41+00:00,8
936438,2015-08-21 12:09:56+00:00,,6
1264813,2017-03-23 08:01:44+00:00,2017-03-29 08:01:29+00:00,3
1108039,2016-06-28 14:13:19+00:00,2016-07-25 09:22:13+00:00,24
983458,2015-11-23 09:23:27+00:00,2015-12-10 02:26:12+00:00,12
938148,2015-08-25 08:54:46+00:00,2015-09-17 15:24:53+00:00,97
786844,2014-10-21 20:08:52+00:00,,8
685483,2014-03-18 15:21:13+00:00,2014-04-17 06:59:24+00:00,18
698345,2014-04-16 05:58:58+00:00,2014-04-19 16:19:23+00:00,13
761151,2014-08-27 22:36:18+00:00,,11
863634,2015-03-30 06:54:08+00:00,2015-04-07 13:05:50+00:00,10
1112828,2016-07-07 15:35:57+00:00,2016-07-19 17:46:03+00:00,5
1174508,2016-10-25 17:33:24+00:00,2016-11-07 07:55:58+00:00,4
1119154,2016-07-19 16:12:37+00:00,2016-08-07 20:17:36+00:00,8
837192,2015-02-06 15:47:34+00:00,2015-02-26 01:45:20+00:00,27
1075130,2016-05-25 09:46:13+00:00,2016-05-30 17:48:35+00:00,5
978162,2015-11-13 08:18:53+00:00,2015-11-25 10:16:12+00:00,11
771688,2014-09-19 08:28:21+00:00,2014-09-25 19:28:52+00:00,7
1230031,2017-01-31 13:39:33+00:00,2017-02-06 15:12:14+00:00,20
840237,2015-02-13 03:07:08+00:00,2015-02-25 19:40:46+00:00,11
852629,2015-03-09 20:40:09+00:00,,28
933601,2015-08-18 01:29:13+00:00,2015-08-27 16:02:18+00:00,23
956051,2015-09-30 21:48:16+00:00,,10
1286564,2017-04-26 08:56:35+00:00,2017-05-06 16:24:20+00:00,7
709555,2014-05-13 21:52:42+00:00,,9
